,PROC_CODE,SHORT DESCRIPTION,MDCAID_PFS_AMT,MDCARE_PFS_AMT,PP_PFS_AMT,EST_PFS_AMT_BS,PFS_AMT_BY_Albany,PFS_AMT_BY_Allegany,PFS_AMT_BY_Broome,PFS_AMT_BY_Cattaraugus,PFS_AMT_BY_Chautauqua,PFS_AMT_BY_Chemung,PFS_AMT_BY_Columbia,PFS_AMT_BY_Cortland,PFS_AMT_BY_Dutchess,PFS_AMT_BY_Erie,PFS_AMT_BY_Fulton,PFS_AMT_BY_Genesee,PFS_AMT_BY_Greene,PFS_AMT_BY_Hamilton,PFS_AMT_BY_Herkimer,PFS_AMT_BY_Lewis,PFS_AMT_BY_Livingston,PFS_AMT_BY_Monroe,PFS_AMT_BY_Montgomery,PFS_AMT_BY_Nassau,PFS_AMT_BY_Niagara,PFS_AMT_BY_Oneida,PFS_AMT_BY_Onondaga,PFS_AMT_BY_Ontario,PFS_AMT_BY_Orange,PFS_AMT_BY_Orleans,PFS_AMT_BY_Oswego,PFS_AMT_BY_Otsego,PFS_AMT_BY_Putnam,PFS_AMT_BY_Rensselaer,PFS_AMT_BY_Rockland,PFS_AMT_BY_Saratoga,PFS_AMT_BY_Schenectady,PFS_AMT_BY_Schoharie,PFS_AMT_BY_Schuyler,PFS_AMT_BY_Seneca,PFS_AMT_BY_Steuben,PFS_AMT_BY_Suffolk,PFS_AMT_BY_Sullivan,PFS_AMT_BY_Tioga,PFS_AMT_BY_Tompkins,PFS_AMT_BY_Ulster,PFS_AMT_BY_Warren,PFS_AMT_BY_Washington,PFS_AMT_BY_Wayne,PFS_AMT_BY_Westchester
3822,50725,Release/revise ureter         ,650.84,1101.01,1101.01,957.89,1035.86,1022.28,1019.53,1016.02,1008.07,1017.46,1028.69,1025.77,1044.3,1017.8,1008.9,1032.52,1025.98,1040.3,1015.93,1028.12,1041.0,1017.31,996.55,1045.83,1020.12,1004.72,1017.87,1042.29,1009.92,1017.76,1008.45,1034.71,1061.52,1032.24,982.67,1057.89,1010.36,1030.58,1021.42,1032.22,1021.08,1035.68,990.58,1030.73,1054.25,1028.49,1032.82,1022.23,1026.44,1036.17
3823,50727,Revise ureter                 ,303.37,506.23,506.23,441.74,476.87,470.75,469.51,467.93,464.35,468.58,473.64,472.32,480.67,468.73,464.72,475.37,472.42,478.87,467.89,473.39,479.19,468.51,459.16,481.36,469.78,462.84,468.76,479.77,465.18,468.72,464.52,476.35,488.43,475.24,452.9,486.8,465.38,474.49,470.36,475.23,470.21,476.79,456.47,474.56,485.16,473.55,475.5,470.73,472.63,477.01
3824,50728,Revise ureter                 ,418.76,697.34,697.34,608.77,657.02,648.62,646.92,644.75,639.82,645.63,652.59,650.78,662.24,645.85,640.34,654.96,650.91,659.77,644.69,652.24,660.21,645.54,632.7,663.19,647.28,637.75,645.89,661.0,640.97,645.82,640.06,656.31,672.9,654.78,624.11,670.65,641.24,653.76,648.08,654.77,647.87,656.91,629.0,653.85,668.4,652.46,655.14,648.59,651.2,657.21
3825,50740,Fusion of ureter & kidney     ,656.2,1185.96,1185.96,1017.54,1109.29,1093.31,1090.08,1085.94,1076.58,1087.63,1100.86,1097.42,1119.22,1088.04,1077.57,1105.36,1097.67,1114.51,1085.84,1100.19,1115.34,1087.46,1063.03,1121.02,1090.77,1072.64,1088.12,1116.86,1078.77,1088.0,1077.04,1107.94,1139.49,1105.03,1046.7,1135.21,1079.29,1103.08,1092.29,1105.01,1091.89,1109.08,1056.01,1103.26,1130.93,1100.62,1105.72,1093.26,1098.21,1109.65
3826,50750,Fusion of ureter & kidney     ,695.39,1152.4,1152.4,1007.11,1086.26,1072.47,1069.68,1066.12,1058.04,1067.58,1078.99,1076.02,1094.82,1067.93,1058.89,1082.87,1076.23,1090.76,1066.03,1078.41,1091.48,1067.42,1046.35,1096.38,1070.28,1054.64,1067.99,1092.79,1059.93,1067.89,1058.43,1085.09,1112.31,1082.59,1032.26,1108.62,1060.37,1080.9,1071.6,1082.57,1071.25,1086.07,1040.29,1081.05,1104.93,1078.78,1083.18,1072.43,1076.7,1086.57
3827,50760,Fusion of ureters             ,657.35,1114.05,1114.05,968.86,1047.96,1034.18,1031.39,1027.83,1019.76,1029.28,1040.68,1037.72,1056.51,1029.63,1020.61,1044.57,1037.93,1052.46,1027.74,1040.11,1053.17,1029.13,1008.07,1058.07,1031.99,1016.36,1029.7,1054.48,1021.64,1029.6,1020.15,1046.79,1073.99,1044.28,993.99,1070.3,1022.09,1042.6,1033.3,1044.27,1032.96,1047.77,1002.02,1042.75,1066.61,1040.48,1044.88,1034.13,1038.4,1048.27
3828,50770,Splicing of ureters           ,694.51,1152.4,1152.4,1006.83,1086.14,1072.32,1069.52,1065.95,1057.86,1067.41,1078.84,1075.87,1094.71,1067.76,1058.71,1082.73,1076.09,1090.65,1065.86,1078.26,1091.36,1067.26,1046.15,1096.27,1070.13,1054.45,1067.83,1092.68,1059.75,1067.73,1058.25,1084.96,1112.23,1082.45,1032.03,1108.54,1060.2,1080.76,1071.44,1082.43,1071.09,1085.95,1040.08,1080.92,1104.83,1078.64,1083.04,1072.27,1076.56,1086.45
3829,50780,Reimplant ureter in bladder   ,655.85,1101.09,1101.09,959.54,1036.66,1023.22,1020.5,1017.03,1009.16,1018.45,1029.57,1026.67,1045.0,1018.79,1009.99,1033.35,1026.88,1041.04,1016.94,1029.0,1041.74,1018.3,997.77,1046.51,1021.09,1005.85,1018.86,1043.02,1011.0,1018.76,1009.54,1035.51,1062.03,1033.07,984.05,1058.44,1011.43,1031.43,1022.37,1033.06,1022.03,1036.47,991.87,1031.58,1054.84,1029.37,1033.65,1023.18,1027.34,1036.96
3830,50782,Reimplant ureter in bladder   ,663.89,1073.79,1073.79,943.48,1014.47,1002.1,999.6,996.4,989.16,997.71,1007.94,1005.28,1022.15,998.02,989.92,1011.43,1005.47,1018.51,996.32,1007.42,1019.15,997.57,978.67,1023.55,1000.14,986.11,998.08,1020.33,990.85,997.99,989.51,1013.42,1037.83,1011.17,966.04,1034.52,991.25,1009.66,1001.32,1011.16,1001.01,1014.3,973.24,1009.8,1031.21,1007.76,1011.7,1002.06,1005.9,1014.75
3831,50783,Reimplant ureter in bladder   ,689.11,1126.45,1126.45,987.41,1063.16,1049.96,1047.29,1043.88,1036.15,1045.28,1056.2,1053.35,1071.35,1045.61,1036.97,1059.91,1053.56,1067.47,1043.8,1055.64,1068.15,1045.13,1024.97,1072.84,1047.87,1032.9,1045.68,1069.41,1037.96,1045.58,1036.53,1062.04,1088.09,1059.64,1011.48,1084.56,1038.39,1058.03,1049.12,1059.62,1048.79,1062.98,1019.17,1058.17,1081.02,1056.0,1060.21,1049.92,1054.01,1063.46
3832,50785,Reimplant ureter in bladder   ,722.76,1209.37,1209.37,1054.67,1138.95,1124.27,1121.3,1117.5,1108.9,1119.05,1131.2,1128.04,1148.06,1119.42,1109.81,1135.33,1128.27,1143.74,1117.4,1130.58,1144.51,1118.89,1096.45,1149.72,1121.93,1105.28,1119.5,1145.9,1110.91,1119.39,1109.32,1137.7,1166.68,1135.03,1081.45,1162.76,1111.38,1133.24,1123.33,1135.02,1122.97,1138.75,1090.0,1133.4,1158.82,1130.98,1135.66,1124.22,1128.77,1139.28
3833,50800,Implant ureter in bowel       ,550.33,921.68,921.68,803.62,867.94,856.74,854.47,851.57,845.01,852.76,862.03,859.61,874.9,853.04,845.7,865.18,859.79,871.6,851.5,861.56,872.18,852.63,835.51,876.16,854.96,842.25,853.09,873.24,846.54,853.01,845.33,866.99,889.1,864.95,824.06,886.11,846.9,863.58,856.02,864.94,855.74,867.79,830.59,863.71,883.1,861.86,865.43,856.7,860.17,868.19
3834,50810,Fusion of ureter & bowel      ,750.77,1354.76,1354.76,1162.74,1267.35,1249.13,1245.44,1240.73,1230.06,1242.66,1257.73,1253.81,1278.67,1243.12,1231.18,1262.87,1254.1,1273.3,1240.61,1256.97,1274.25,1242.45,1214.6,1280.72,1246.23,1225.56,1243.21,1275.98,1232.55,1243.07,1230.57,1265.8,1301.78,1262.49,1195.98,1296.9,1233.14,1260.27,1247.97,1262.47,1247.51,1267.1,1206.6,1260.47,1292.02,1257.46,1263.28,1249.07,1254.72,1267.76
3835,50815,Urine shunt to intestine      ,729.71,1220.92,1220.92,1064.76,1149.83,1135.01,1132.01,1128.18,1119.5,1129.75,1142.01,1138.82,1159.04,1130.12,1120.42,1146.18,1139.05,1154.67,1128.08,1141.39,1155.44,1129.58,1106.94,1160.71,1132.66,1115.85,1130.2,1156.85,1121.53,1130.09,1119.92,1148.57,1177.83,1145.88,1091.79,1173.87,1122.01,1144.07,1134.07,1145.86,1133.7,1149.63,1100.42,1144.23,1169.89,1141.79,1146.52,1134.96,1139.56,1150.17
3836,50820,Construct bowel bladder       ,782.5,1309.74,1309.74,1142.12,1233.44,1217.53,1214.31,1210.2,1200.88,1211.88,1225.04,1221.62,1243.32,1212.28,1201.86,1229.52,1221.87,1238.63,1210.1,1224.38,1239.46,1211.7,1187.39,1245.11,1215.0,1196.96,1212.36,1240.97,1203.06,1212.24,1201.33,1232.09,1263.49,1229.2,1171.14,1259.23,1203.57,1227.26,1216.52,1229.18,1216.12,1233.22,1180.41,1227.43,1254.97,1224.81,1229.88,1217.48,1222.41,1233.8
3837,50825,Construct bowel bladder       ,989.11,1647.58,1647.58,1438.24,1552.29,1532.42,1528.4,1523.26,1511.63,1525.36,1541.8,1537.53,1564.62,1525.87,1512.85,1547.4,1537.84,1558.77,1523.13,1540.97,1559.81,1525.14,1494.78,1566.87,1529.26,1506.73,1525.96,1561.69,1514.35,1525.82,1512.19,1550.6,1589.82,1546.99,1474.48,1584.5,1514.99,1544.57,1531.16,1546.97,1530.66,1552.02,1486.05,1544.78,1579.18,1541.51,1547.84,1532.35,1538.51,1552.73
3838,50830,Revise urine flow             ,1080.53,1800.3,1800.3,1571.47,1696.14,1674.42,1670.03,1664.41,1651.69,1666.71,1684.68,1680.0,1709.62,1667.26,1653.03,1690.79,1680.34,1703.23,1664.27,1683.76,1704.36,1666.47,1633.28,1712.07,1670.97,1646.34,1667.36,1706.42,1654.66,1667.2,1652.31,1694.29,1737.16,1690.35,1611.09,1731.35,1655.36,1687.69,1673.04,1690.32,1672.49,1695.84,1623.74,1687.93,1725.53,1684.35,1691.28,1674.35,1681.08,1696.62
3839,50840,Replace ureter by bowel       ,736.36,1227.4,1227.4,1071.29,1156.34,1141.52,1138.53,1134.69,1126.02,1136.26,1148.52,1145.33,1165.54,1136.64,1126.93,1152.69,1145.56,1161.17,1134.6,1147.9,1161.95,1136.1,1113.45,1167.21,1139.17,1122.36,1136.71,1163.35,1128.04,1136.6,1126.44,1155.08,1184.33,1152.39,1098.32,1180.36,1128.52,1150.58,1140.58,1152.37,1140.21,1156.14,1106.95,1150.74,1176.39,1148.3,1153.02,1141.47,1146.07,1156.67
3840,50845,Appendico-vesicostomy         ,746.45,1247.36,1247.36,1088.11,1174.87,1159.76,1156.7,1152.79,1143.94,1154.39,1166.89,1163.64,1184.25,1154.77,1144.87,1171.15,1163.88,1179.8,1152.69,1166.26,1180.59,1154.22,1131.12,1185.96,1157.36,1140.21,1154.84,1182.02,1146.01,1154.73,1144.37,1173.58,1203.42,1170.84,1115.68,1199.38,1146.49,1168.99,1158.79,1170.82,1158.42,1174.66,1124.48,1169.16,1195.33,1166.67,1171.49,1159.7,1164.39,1175.21
3841,50860,Transplant ureter to skin     ,569.4,943.7,943.7,824.7,889.53,878.24,875.95,873.03,866.42,874.23,883.57,881.14,896.54,874.51,867.12,886.75,881.32,893.22,872.96,883.1,893.81,874.1,856.84,897.82,876.45,863.63,874.57,894.88,867.96,874.48,866.74,888.57,910.87,886.52,845.3,907.84,868.33,885.14,877.52,886.51,877.24,889.38,851.88,885.27,904.82,883.4,887.01,878.2,881.7,889.79
3842,50900,Repair of ureter              ,503.15,842.85,842.85,734.85,793.69,783.44,781.37,778.72,772.71,779.8,788.28,786.07,800.05,780.06,773.35,791.17,786.23,797.04,778.65,787.85,797.57,779.69,764.02,801.21,781.81,770.19,780.11,798.54,774.12,780.03,773.0,792.82,813.05,790.96,753.55,810.31,774.45,789.71,782.79,790.94,782.53,793.55,759.52,789.82,807.56,788.13,791.4,783.41,786.58,793.92
3843,50920,Closure ureter/skin fistula   ,527.81,880.02,880.02,768.05,829.05,818.42,816.27,813.52,807.3,814.65,823.44,821.15,835.65,814.92,807.96,826.43,821.32,832.52,813.45,822.99,833.07,814.53,798.29,836.85,816.73,804.68,814.97,834.08,808.75,814.89,807.6,828.15,849.12,826.21,787.43,846.28,809.1,824.92,817.75,826.2,817.48,828.9,793.62,825.03,843.43,823.28,826.67,818.39,821.68,829.29
3844,50930,Closure ureter/bowel fistula  ,652.6,1100.65,1100.65,958.21,1035.81,1022.29,1019.56,1016.06,1008.14,1017.49,1028.67,1025.76,1044.2,1017.83,1008.98,1032.48,1025.98,1040.22,1015.97,1028.11,1040.93,1017.34,996.68,1045.73,1020.14,1004.81,1017.9,1042.21,1009.99,1017.8,1008.53,1034.66,1061.35,1032.2,982.87,1057.73,1010.43,1030.55,1021.43,1032.19,1021.09,1035.63,990.74,1030.7,1054.11,1028.47,1032.79,1022.24,1026.44,1036.11
3845,50940,Release of ureter             ,524.89,885.92,885.92,771.14,833.67,822.78,820.58,817.76,811.38,818.91,827.92,825.58,840.44,819.19,812.05,830.99,825.75,837.23,817.69,827.47,837.8,818.79,802.14,841.67,821.05,808.69,819.24,838.83,812.87,819.16,811.69,832.75,854.25,830.77,791.01,851.34,813.22,829.44,822.09,830.76,821.81,833.52,797.36,829.56,848.42,827.76,831.24,822.74,826.12,833.92
3846,50945,Laparoscopy ureterolithotomy  ,596.11,972.28,972.28,852.69,917.84,906.49,904.2,901.26,894.61,902.46,911.85,909.41,924.89,902.75,895.31,915.05,909.59,921.55,901.19,911.37,922.14,902.33,884.99,926.17,904.69,891.81,902.8,923.21,896.17,902.72,894.94,916.88,939.28,914.81,873.39,936.25,896.53,913.43,905.77,914.8,905.49,917.69,880.0,913.55,933.2,911.68,915.3,906.45,909.97,918.1
3847,50947,Laparo new ureter/bladder     ,842.23,1383.31,1383.31,1211.29,1305.01,1288.68,1285.38,1281.16,1271.6,1282.88,1296.39,1292.88,1315.14,1283.3,1272.6,1300.99,1293.13,1310.34,1281.05,1295.7,1311.19,1282.7,1257.75,1316.99,1286.09,1267.57,1283.38,1312.73,1273.83,1283.25,1272.06,1303.62,1335.85,1300.65,1241.07,1331.48,1274.36,1298.66,1287.64,1300.63,1287.23,1304.78,1250.58,1298.84,1327.1,1296.15,1301.35,1288.63,1293.69,1305.37
3848,50948,Laparo new ureter/bladder     ,766.43,1273.88,1273.88,1112.55,1200.44,1185.13,1182.03,1178.08,1169.11,1179.69,1192.36,1189.07,1209.95,1180.08,1170.05,1196.67,1189.31,1205.44,1177.98,1191.72,1206.24,1179.52,1156.13,1211.68,1182.7,1165.33,1180.16,1207.69,1171.2,1180.04,1169.54,1199.14,1229.37,1196.36,1140.48,1225.27,1171.7,1194.49,1184.16,1196.34,1183.77,1200.23,1149.4,1194.66,1221.17,1192.13,1197.02,1185.08,1189.83,1200.79
3849,50951,Endoscopy of ureter           ,240.31,374.75,374.75,332.01,355.29,351.24,350.42,349.37,346.99,349.8,353.15,352.28,357.81,349.9,347.24,354.3,352.34,356.62,349.34,352.98,356.83,349.75,343.55,358.27,350.59,345.99,349.92,357.21,347.55,349.89,347.11,354.95,362.96,354.21,339.41,361.87,347.68,353.72,350.98,354.21,350.88,355.24,341.77,353.76,360.78,353.09,354.39,351.22,352.48,355.39
3850,50953,Endoscopy of ureter           ,251.81,398.86,398.86,352.11,377.58,373.14,372.24,371.1,368.5,371.57,375.24,374.28,380.33,371.68,368.77,376.49,374.35,379.03,371.07,375.05,379.26,371.52,364.74,380.84,372.44,367.41,371.7,379.68,369.11,371.67,368.63,377.2,385.96,376.4,360.2,384.77,369.25,375.85,372.86,376.39,372.75,377.52,362.79,375.9,383.58,375.17,376.59,373.13,374.5,377.68
3851,50955,Ureter endoscopy & biopsy     ,290.68,424.36,424.36,381.86,405.01,400.98,400.16,399.12,396.76,399.55,402.89,402.02,407.52,399.65,397.01,404.02,402.08,406.33,399.1,402.72,406.54,399.5,393.34,407.97,400.34,395.76,399.67,406.92,397.31,399.64,396.87,404.67,412.63,403.94,389.22,411.55,397.44,403.45,400.72,403.93,400.62,404.96,391.57,403.49,410.47,402.83,404.11,400.97,402.22,405.1
3852,50957,Ureter endoscopy & treatment  ,271.44,428.4,428.4,378.5,405.69,400.95,399.99,398.77,395.99,399.27,403.19,402.17,408.63,399.39,396.29,404.52,402.24,407.23,398.74,402.99,407.48,399.21,391.98,409.16,400.2,394.83,399.41,407.93,396.64,399.37,396.13,405.28,414.63,404.42,387.14,413.36,396.79,403.84,400.65,404.42,400.53,405.62,389.9,403.9,412.1,403.11,404.63,400.93,402.4,405.79
3853,50961,Ureter endoscopy & treatment  ,244.47,386.37,386.37,341.26,365.83,361.55,360.69,359.58,357.07,360.03,363.57,362.65,368.49,360.14,357.34,364.78,362.72,367.23,359.55,363.4,367.46,359.99,353.44,368.98,360.87,356.02,360.16,367.86,357.66,360.13,357.19,365.47,373.92,364.69,349.07,372.78,357.8,364.17,361.28,364.69,361.17,365.78,351.56,364.22,371.63,363.51,364.88,361.54,362.87,365.93
3854,50970,Ureter endoscopy              ,227.35,371.2,371.2,325.47,350.38,346.04,345.16,344.04,341.5,344.5,348.09,347.16,353.08,344.61,341.77,349.31,347.23,351.8,344.01,347.91,352.03,344.45,337.82,353.57,345.35,340.43,344.63,352.44,342.09,344.6,341.62,350.01,358.58,349.22,333.39,357.42,342.23,348.7,345.77,349.22,345.66,350.32,335.91,348.74,356.26,348.03,349.41,346.03,347.37,350.48
3855,50972,Ureter endoscopy & catheter   ,219.36,358.69,358.69,314.39,338.53,334.32,333.47,332.39,329.92,332.83,336.31,335.4,341.14,332.94,330.18,337.49,335.47,339.9,332.36,336.13,340.12,332.78,326.36,341.61,333.65,328.89,332.96,340.52,330.5,332.92,330.04,338.17,346.47,337.41,322.06,345.34,330.63,336.89,334.06,337.4,333.95,338.47,324.51,336.94,344.22,336.24,337.59,334.31,335.61,338.62
3856,50974,Ureter endoscopy & biopsy     ,286.04,473.48,473.48,413.89,446.35,440.7,439.55,438.09,434.78,438.69,443.37,442.15,449.87,438.83,435.13,444.96,442.24,448.2,438.06,443.13,448.49,438.63,429.98,450.5,439.8,433.39,438.86,449.03,435.55,438.82,434.94,445.87,457.04,444.85,424.21,455.52,435.74,444.16,440.34,444.84,440.2,446.28,427.5,444.22,454.01,443.28,445.09,440.68,442.43,446.48
3857,50976,Ureter endoscopy & treatment  ,284.2,466.66,466.66,408.65,440.25,434.75,433.64,432.21,428.99,432.79,437.35,436.16,443.67,432.93,429.33,438.9,436.25,442.05,432.18,437.12,442.34,432.73,424.32,444.29,433.88,427.63,432.96,442.86,429.74,432.92,429.14,439.79,450.65,438.79,418.7,449.18,429.92,438.11,434.4,438.78,434.26,440.18,421.9,438.18,447.71,437.27,439.02,434.73,436.44,440.38
3858,50980,Ureter endoscopy & treatment  ,217.96,356.91,356.91,312.74,336.8,332.61,331.76,330.68,328.22,331.12,334.59,333.69,339.4,331.23,328.48,335.77,333.75,338.17,330.65,334.41,338.39,331.07,324.67,339.88,331.94,327.19,331.25,338.79,328.79,331.22,328.34,336.45,344.72,335.68,320.38,343.6,328.93,335.17,332.34,335.68,332.24,336.74,322.82,335.22,342.48,334.53,335.86,332.59,333.89,336.9
3859,51020,Incise & treat bladder        ,278.59,468.09,468.09,407.84,440.67,434.95,433.79,432.31,428.96,432.92,437.65,436.42,444.22,433.06,429.32,439.26,436.51,442.53,432.28,437.41,442.83,432.85,424.12,444.86,434.04,427.55,433.09,443.37,429.75,433.05,429.13,440.18,451.47,439.14,418.27,449.94,429.93,438.44,434.58,439.13,434.44,440.59,421.6,438.51,448.4,437.56,439.39,434.93,436.7,440.79
3860,51030,Incise & treat bladder        ,278.7,469.55,469.55,408.88,441.93,436.17,435.01,433.52,430.15,434.13,438.89,437.65,445.51,434.27,430.5,440.51,437.74,443.81,433.48,438.65,444.11,434.06,425.26,446.16,435.26,428.73,434.3,444.66,430.93,434.26,430.31,441.44,452.81,440.39,419.38,451.27,431.12,439.69,435.81,440.39,435.66,441.85,422.73,439.76,449.72,438.81,440.64,436.15,437.94,442.06
3861,51040,Incise & drain bladder        ,200.0,288.63,288.63,260.45,275.8,273.13,272.59,271.9,270.33,272.18,274.39,273.82,277.46,272.25,270.5,275.15,273.86,276.68,271.88,274.28,276.82,272.15,268.06,277.77,272.7,269.67,272.26,277.07,270.7,272.24,270.41,275.58,280.86,275.09,265.33,280.14,270.78,274.76,272.96,275.09,272.89,275.77,266.89,274.79,279.42,274.35,275.21,273.12,273.95,275.86
3862,51045,Incise bladder/drain ureter   ,280.06,483.88,483.88,419.08,454.38,448.23,446.99,445.4,441.8,446.05,451.14,449.81,458.2,446.21,442.18,452.87,449.91,456.39,445.36,450.88,456.71,445.98,436.58,458.9,447.26,440.28,446.24,457.29,442.64,446.19,441.97,453.86,466.0,452.74,430.3,464.36,442.84,451.99,447.84,452.74,447.69,454.3,433.88,452.06,462.71,451.05,453.01,448.21,450.12,454.52
3863,51050,Removal of bladder stone      ,281.85,471.63,471.63,411.3,444.17,438.44,437.28,435.8,432.45,436.41,441.14,439.91,447.72,436.55,432.8,442.76,440.0,446.03,435.76,440.9,446.33,436.34,427.59,448.37,437.53,431.03,436.58,446.88,433.23,436.54,432.61,443.68,454.98,442.64,421.74,453.45,433.42,441.94,438.08,442.63,437.93,444.09,425.08,442.0,451.92,441.06,442.88,438.42,440.2,444.29
3864,51060,Removal of ureter stone       ,348.74,579.9,579.9,506.41,546.45,539.47,538.06,536.26,532.17,537.0,542.77,541.26,550.78,537.17,532.6,544.73,541.37,548.72,536.21,542.47,549.09,536.92,526.26,551.57,538.36,530.45,537.21,549.75,533.13,537.15,532.37,545.85,559.62,544.59,519.13,557.76,533.35,543.74,539.03,544.58,538.85,546.35,523.2,543.81,555.89,542.66,544.89,539.45,541.61,546.6
3865,51065,Remove ureter calculus        ,345.04,577.51,577.51,503.6,543.87,536.85,535.43,533.62,529.51,534.36,540.17,538.66,548.22,534.54,529.95,542.14,538.77,546.16,533.57,539.87,546.52,534.28,523.57,549.01,535.74,527.78,534.57,547.19,530.47,534.52,529.71,543.27,557.12,542.0,516.4,555.24,530.7,541.14,536.41,541.99,536.23,543.77,520.48,541.22,553.36,540.06,542.3,536.83,539.0,544.03
3866,51080,Drainage of bladder abscess   ,244.69,407.89,407.89,356.01,384.27,379.35,378.35,377.08,374.19,377.6,381.67,380.61,387.33,377.72,374.5,383.06,380.69,385.88,377.05,381.47,386.14,377.54,370.02,387.89,378.57,372.98,377.75,386.6,374.87,377.71,374.33,383.85,393.57,382.96,364.99,392.26,375.03,382.36,379.03,382.95,378.91,384.21,367.86,382.41,390.94,381.6,383.17,379.33,380.86,384.38
3867,51100,Drain bladder by needle       ,39.76,60.79,60.79,54.1,57.75,57.11,56.98,56.82,56.45,56.89,57.41,57.28,58.14,56.9,56.49,57.59,57.29,57.95,56.82,57.39,57.99,56.88,55.91,58.21,57.01,56.29,56.91,58.05,56.53,56.9,56.47,57.69,58.95,57.58,55.26,58.78,56.56,57.5,57.07,57.58,57.06,57.74,55.63,57.51,58.61,57.4,57.6,57.11,57.31,57.76
3868,51101,Drain bladder by trocar/cath  ,82.42,121.71,121.71,109.22,116.02,114.84,114.6,114.29,113.6,114.42,115.4,115.14,116.76,114.45,113.67,115.73,115.16,116.41,114.28,115.35,116.47,114.4,112.59,116.89,114.65,113.31,114.45,116.59,113.76,114.44,113.63,115.92,118.26,115.71,111.38,117.95,113.8,115.56,114.76,115.71,114.73,116.01,112.07,115.58,117.63,115.38,115.76,114.83,115.2,116.05
3869,51102,Drain bl w/cath insertion     ,210.32,223.79,223.79,219.51,221.84,221.43,221.35,221.25,221.01,221.29,221.63,221.54,222.09,221.3,221.03,221.74,221.55,221.97,221.24,221.61,221.99,221.29,220.66,222.14,221.37,220.91,221.3,222.03,221.06,221.3,221.02,221.81,222.61,221.73,220.25,222.5,221.08,221.68,221.41,221.73,221.4,221.84,220.49,221.69,222.39,221.62,221.75,221.43,221.56,221.85
3870,51500,Removal of bladder cyst       ,378.47,635.62,635.62,553.87,598.41,590.65,589.08,587.07,582.53,587.89,594.31,592.64,603.22,588.09,583.01,596.5,592.76,600.94,587.02,593.99,601.34,587.81,575.95,604.1,589.41,580.61,588.13,602.08,583.59,588.07,582.75,597.75,613.06,596.34,568.02,610.99,583.84,595.39,590.15,596.33,589.96,598.3,572.54,595.47,608.91,594.2,596.67,590.62,593.03,598.58
3871,51520,Removal of bladder lesion     ,356.39,592.98,592.98,517.76,558.74,551.6,550.16,548.31,544.13,549.07,554.97,553.44,563.17,549.25,544.57,556.98,553.55,561.07,548.27,554.67,561.44,548.99,538.08,563.98,550.47,542.37,549.28,562.12,545.11,549.23,544.33,558.13,572.23,556.84,530.79,570.32,545.34,555.97,551.15,556.83,550.97,558.64,534.94,556.04,568.4,554.87,557.14,551.58,553.79,558.9
3872,51525,Removal of bladder lesion     ,513.8,856.53,856.53,747.57,806.93,796.59,794.5,791.82,785.77,792.92,801.47,799.25,813.35,793.18,786.41,804.39,799.41,810.31,791.76,801.04,810.84,792.8,777.0,814.52,794.95,783.22,793.23,811.83,787.18,793.15,786.06,806.05,826.47,804.17,766.43,823.7,787.52,802.91,795.93,804.16,795.67,806.79,772.46,803.02,820.93,801.32,804.62,796.55,799.76,807.16
3873,51530,Removal of bladder lesion     ,462.43,779.1,779.1,678.42,733.27,723.72,721.78,719.31,713.72,720.32,728.23,726.17,739.2,720.57,714.31,730.92,726.32,736.39,719.25,727.83,736.89,720.22,705.62,740.28,722.2,711.36,720.61,737.8,715.02,720.54,713.99,732.46,751.32,730.72,695.85,748.77,715.33,729.56,723.11,730.71,722.87,733.14,701.42,729.66,746.2,728.09,731.14,723.69,726.65,733.49
3874,51535,Repair of ureter lesion       ,474.59,778.72,778.72,682.03,734.71,725.53,723.67,721.3,715.93,722.27,729.86,727.89,740.4,722.5,716.49,732.45,728.03,737.7,721.24,729.48,738.18,722.17,708.15,741.44,724.07,713.66,722.55,739.05,717.18,722.48,716.19,733.93,752.04,732.26,698.77,749.59,717.48,731.14,724.95,732.25,724.72,734.58,704.12,731.24,747.13,729.73,732.65,725.5,728.34,734.91
3875,51550,Partial removal of bladder    ,568.4,958.27,958.27,834.32,901.85,890.09,887.71,884.66,877.78,885.91,895.64,893.11,909.15,886.21,878.5,898.95,893.29,905.69,884.59,895.15,906.3,885.78,867.8,910.48,888.22,874.87,886.26,907.42,879.38,886.17,878.11,900.85,924.07,898.71,855.78,920.92,879.76,897.28,889.34,898.7,889.04,901.69,862.63,897.4,917.77,895.46,899.22,890.05,893.69,902.11
3876,51555,Partial removal of bladder    ,754.48,1260.77,1260.77,1099.81,1187.5,1172.23,1169.13,1165.19,1156.24,1166.8,1179.44,1176.15,1196.99,1167.19,1157.18,1183.74,1176.39,1192.49,1165.08,1178.8,1193.28,1166.63,1143.29,1198.71,1169.8,1152.47,1167.26,1194.73,1158.33,1167.15,1156.67,1186.2,1216.36,1183.43,1127.68,1212.27,1158.82,1181.56,1171.25,1183.41,1170.87,1187.29,1136.57,1181.73,1208.18,1179.21,1184.08,1172.17,1176.91,1187.84
