,PROC_CODE,SHORT DESCRIPTION,MDCAID_PFS_AMT,MDCARE_PFS_AMT,PP_PFS_AMT,EST_PFS_AMT_BS,PFS_AMT_BY_Fairfield,PFS_AMT_BY_Hartford,PFS_AMT_BY_Litchfield,PFS_AMT_BY_Middlesex,PFS_AMT_BY_New_Haven,PFS_AMT_BY_New_London,PFS_AMT_BY_Tolland,PFS_AMT_BY_Windham
2125,57720,Revision of cervix            ,510.0,333.9,333.9,376.09,378.56,392.21,377.16,370.97,395.01,385.75,363.54,393.41
2126,58120,Dilation and curettage        ,446.0,284.59,284.59,323.26,325.52,338.03,324.24,318.57,340.6,332.11,311.76,339.14
2127,58145,Myomectomy vag method         ,717.0,600.83,600.83,628.66,630.29,639.3,629.37,625.28,641.14,635.03,620.38,640.09
2128,58346,Insert heyman uteri capsule   ,446.0,494.42,494.42,482.82,482.14,478.39,482.53,484.23,477.62,480.16,486.27,478.06
2129,58350,Reopen fallopian tube         ,510.0,106.88,106.88,203.46,209.11,240.36,205.91,191.74,246.76,225.57,174.73,243.11
2130,58353,Endometr ablate thermal       ,995.0,1127.72,1127.72,1095.92,1094.06,1083.77,1095.12,1099.78,1081.67,1088.64,1105.38,1082.87
2131,58545,Laparoscopic myomectomy       ,1339.0,983.89,983.89,1068.97,1073.94,1101.47,1071.13,1058.64,1107.11,1088.44,1043.66,1103.9
2132,58546,Laparo-myomectomy complex     ,1339.0,1212.77,1212.77,1243.01,1244.78,1254.57,1243.78,1239.34,1256.57,1249.93,1234.02,1255.43
2133,58550,Laparo-asst vag hysterectomy  ,1339.0,956.29,956.29,1047.98,1053.34,1083.01,1050.31,1036.85,1089.09,1068.97,1020.7,1085.62
2134,58555,Hysteroscopy dx sep proc      ,333.0,297.21,297.21,305.78,306.29,309.06,306.0,304.74,309.63,307.75,303.23,309.3
2135,58558,Hysteroscopy biopsy           ,510.0,1530.98,1530.98,1286.37,1272.07,1192.92,1280.16,1316.06,1176.7,1230.38,1359.14,1185.95
2136,58559,Hysteroscopy lysis            ,446.0,317.02,317.02,347.92,349.73,359.73,348.71,344.17,361.78,354.99,338.73,360.61
2137,58560,Hysteroscopy resect septum    ,510.0,344.9,344.9,384.45,386.77,399.57,385.46,379.65,402.19,393.51,372.69,400.69
2138,58561,Hysteroscopy remove myoma     ,510.0,394.72,394.72,422.34,423.95,432.89,423.04,418.99,434.72,428.66,414.12,433.68
2139,58562,Hysteroscopy remove fb        ,510.0,374.47,374.47,406.94,408.84,419.35,407.76,403.0,421.5,414.37,397.28,420.27
2140,58563,Hysteroscopy ablation         ,1339.0,1787.45,1787.45,1680.01,1673.73,1638.96,1677.28,1693.05,1631.84,1655.42,1711.97,1635.9
2141,58565,Hysteroscopy sterilization    ,1339.0,2089.76,2089.76,1909.89,1899.38,1841.17,1905.33,1931.72,1829.25,1868.72,1963.4,1836.05
2142,58575,Laps tot hyst resj mal        ,1339.0,2065.54,2065.54,1891.47,1881.3,1824.97,1887.06,1912.6,1813.43,1851.63,1943.26,1820.01
2143,58600,Division of fallopian tube    ,717.0,394.51,394.51,471.77,476.29,501.29,473.73,462.4,506.41,489.46,448.79,503.49
2144,58615,Occlude fallopian tube(s)     ,717.0,264.08,264.08,372.59,378.93,414.05,375.35,359.42,421.24,397.43,340.31,417.14
2145,58660,Laparoscopy lysis             ,717.0,734.42,734.42,730.25,730.0,728.65,730.14,730.75,728.38,729.29,731.49,728.53
2146,58661,Laparoscopy remove adnexa     ,717.0,709.74,709.74,711.48,711.58,712.14,711.52,711.27,712.26,711.88,710.96,712.19
2147,58662,Laparoscopy excise lesions    ,717.0,775.48,775.48,761.47,760.65,756.12,761.11,763.17,755.19,758.26,765.64,755.72
2148,58670,Laparoscopy tubal cautery     ,510.0,395.77,395.77,423.14,424.74,433.59,423.83,419.82,435.41,429.4,415.0,434.37
2149,58671,Laparoscopy tubal block       ,510.0,394.91,394.91,422.48,424.1,433.02,423.18,419.14,434.85,428.79,414.28,433.8
2150,58672,Laparoscopy fimbrioplasty     ,717.0,792.83,792.83,774.66,773.6,767.72,774.2,776.87,766.52,770.5,780.07,767.2
2151,58673,Laparoscopy salpingostomy     ,717.0,861.91,861.91,827.19,825.16,813.93,826.31,831.41,811.63,819.25,837.52,812.94
2152,58674,Laps abltj uterine fibroids   ,4672.01,881.79,881.79,1789.86,1842.94,2136.78,1812.9,1679.64,2196.99,1997.71,1519.71,2162.65
2153,58800,Drainage of ovarian cyst(s)   ,510.0,346.73,346.73,385.85,388.13,400.79,386.84,381.1,403.38,394.8,374.21,401.91
2154,58820,Drain ovary abscess open      ,510.0,338.86,338.86,379.86,382.26,395.53,380.9,374.89,398.25,389.25,367.66,396.69
2155,58900,Biopsy of ovary(s)            ,510.0,448.34,448.34,463.11,463.98,468.76,463.49,461.32,469.74,466.49,458.72,469.18
2156,59160,D & c after delivery          ,510.0,229.6,229.6,296.78,300.71,322.44,298.48,288.62,326.9,312.16,276.79,324.36
2157,59320,Revision of cervix            ,333.0,171.26,171.26,210.01,212.28,224.81,210.99,205.31,227.38,218.88,198.48,225.92
2158,59812,Treatment of miscarriage      ,717.0,355.91,355.91,442.42,447.48,475.47,444.62,431.92,481.21,462.22,416.68,477.94
2159,59820,Care of miscarriage           ,717.0,426.42,426.42,496.04,500.11,522.63,497.8,487.59,527.25,511.97,475.33,524.62
2160,59821,Treatment of miscarriage      ,717.0,429.62,429.62,498.47,502.5,524.78,500.22,490.11,529.34,514.23,477.99,526.74
2161,59830,Treat uterus infection        ,446.0,488.66,488.66,478.44,477.84,474.53,478.18,479.68,473.86,476.1,481.48,474.24
2162,59840,Abortion                      ,717.0,243.9,243.9,357.25,363.87,400.55,360.12,343.49,408.07,383.19,323.53,403.78
2163,59841,Abortion                      ,1176.89,428.19,428.19,607.56,618.05,676.09,612.12,585.79,687.99,648.62,554.2,681.21
2164,59850,Abortion                      ,446.0,425.14,425.14,430.14,430.43,432.05,430.26,429.53,432.38,431.28,428.65,432.19
2165,59851,Abortion                      ,446.0,446.34,446.34,446.26,446.25,446.23,446.26,446.27,446.22,446.24,446.28,446.23
2166,59852,Abortion                      ,446.0,558.54,558.54,531.58,530.0,521.28,530.89,534.85,519.49,525.41,539.6,520.51
2167,59870,Evacuate mole of uterus       ,717.0,529.15,529.15,574.16,576.79,591.35,575.3,568.69,594.33,584.46,560.77,592.63
2168,59871,Remove cerclage suture        ,717.0,149.92,149.92,285.78,293.72,337.69,289.23,269.29,346.7,316.88,245.36,341.56
2169,60000,Drain thyroid/tongue cyst     ,333.0,187.96,187.96,222.71,224.74,235.98,223.59,218.49,238.29,230.66,212.37,236.97
2170,60200,Remove thyroid lesion         ,446.0,732.2,732.2,663.63,659.62,637.44,661.89,671.95,632.89,647.94,684.03,635.48
2171,60280,Remove thyroid duct lesion    ,630.0,486.65,486.65,520.99,523.0,534.11,521.87,516.83,536.39,528.86,510.78,535.09
2172,60281,Remove thyroid duct lesion    ,630.0,643.37,643.37,640.17,639.98,638.94,640.09,640.56,638.73,639.43,641.12,638.85
2173,61020,Remove brain cavity fluid     ,183.83,111.75,111.75,129.02,130.03,135.62,129.46,126.92,136.76,132.97,123.88,136.11
2174,61026,Injection into brain canal    ,183.83,117.81,117.81,133.63,134.55,139.67,134.03,131.71,140.72,137.25,128.92,140.12
2175,61050,Remove brain canal fluid      ,183.83,95.61,95.61,116.75,117.98,124.82,117.28,114.18,126.22,121.58,110.46,125.42
2176,61055,Injection into brain canal    ,183.83,138.54,138.54,149.39,150.02,153.54,149.67,148.07,154.26,151.87,146.16,153.85
2177,61070,Brain canal shunt procedure   ,183.83,63.91,63.91,92.64,94.32,103.62,93.37,89.15,105.52,99.22,84.09,104.44
2178,61215,Insert brain-fluid device     ,510.0,585.15,585.15,567.15,566.09,560.27,566.69,569.33,559.07,563.02,572.5,559.75
2179,61781,Scan proc cranial intra       ,302.04,273.55,273.55,280.38,280.77,282.98,280.55,279.55,283.44,281.94,278.35,283.18
2180,61782,Scan proc cranial extra       ,302.04,192.66,192.66,218.87,220.4,228.88,219.53,215.68,230.61,224.86,211.07,229.62
2181,61783,Scan proc spinal              ,302.04,267.02,267.02,275.41,275.9,278.62,275.62,274.39,279.17,277.33,272.91,278.85
2182,61790,Treat trigeminal nerve        ,510.0,1015.46,1015.46,894.36,887.28,848.1,891.29,909.06,840.07,866.64,930.39,844.65
2183,61791,Treat trigeminal tract        ,351.92,1301.94,1301.94,1074.33,1061.03,987.38,1068.56,1101.96,972.28,1022.23,1142.05,980.89
2184,61885,Insrt/redo neurostim 1 array  ,446.0,589.78,589.78,555.33,553.32,542.17,554.46,559.51,539.89,547.45,565.58,541.19
2185,61886,Implant neurostim arrays      ,510.0,971.42,971.42,860.87,854.41,818.64,858.07,874.29,811.31,835.57,893.76,815.49
2186,61888,Revise/remove neuroreceiver   ,333.0,456.93,456.93,427.24,425.5,415.9,426.49,430.84,413.93,420.44,436.07,415.05
2187,62194,Replace/irrigate catheter     ,333.0,562.11,562.11,507.22,504.01,486.25,505.83,513.88,482.61,494.66,523.55,484.68
2188,62225,Replace/irrigate catheter     ,333.0,600.52,600.52,536.43,532.68,511.94,534.8,544.21,507.69,521.76,555.49,510.11
2189,62230,Replace/revise brain shunt    ,446.0,966.23,966.23,841.59,834.31,793.98,838.43,856.72,785.71,813.06,878.67,790.42
2190,62263,Epidural lysis mult sessions  ,333.0,666.62,666.62,586.69,582.02,556.15,584.66,596.39,550.85,568.4,610.47,553.88
2191,62264,Epidural lysis on single day  ,333.0,465.75,465.75,433.95,432.09,421.79,433.14,437.81,419.69,426.67,443.41,420.89
2192,62268,Drain spinal cord cyst        ,183.83,284.91,284.91,260.69,259.28,251.44,260.08,263.63,249.84,255.15,267.9,250.75
2193,62269,Needle biopsy spinal cord     ,333.0,287.69,287.69,298.55,299.18,302.69,298.82,297.23,303.41,301.03,295.32,303.0
2194,62270,Spinal fluid tap diagnostic   ,139.0,177.03,177.03,167.92,167.39,164.44,167.69,169.02,163.83,165.83,170.63,164.18
2195,62272,Drain cerebro spinal fluid    ,139.0,228.45,228.45,207.02,205.77,198.83,206.48,209.62,197.41,202.11,213.39,198.22
2196,62273,Inject epidural patch         ,333.0,192.09,192.09,225.85,227.82,238.75,226.71,221.75,240.99,233.58,215.81,239.71
2197,62280,Treat spinal cord lesion      ,333.0,350.87,350.87,346.59,346.34,344.95,346.48,347.11,344.67,345.61,347.86,344.83
2198,62281,Treat spinal cord lesion      ,333.0,265.03,265.03,281.31,282.27,287.54,281.73,279.34,288.62,285.04,276.47,288.0
2199,62282,Treat spinal canal lesion     ,333.0,323.81,323.81,326.01,326.14,326.85,326.07,325.74,327.0,326.52,325.36,326.92
2200,62287,Percutaneous diskectomy       ,1339.0,638.41,638.41,806.26,816.07,870.38,810.52,785.89,881.51,844.68,756.32,875.17
2201,62294,Injection into spinal artery  ,183.83,1099.15,1099.15,879.86,867.04,796.08,874.29,906.47,781.54,829.66,945.1,789.83
2202,62320,Njx interlaminar crv/thrc     ,289.93,184.22,184.22,209.55,211.03,219.22,210.19,206.47,220.9,215.34,202.01,219.94
2203,62321,Njx interlaminar crv/thrc     ,289.93,276.66,276.66,279.84,280.03,281.05,279.92,279.45,281.26,280.57,278.89,281.14
2204,62322,Njx interlaminar lmbr/sac     ,289.93,173.38,173.38,201.3,202.94,211.97,202.01,197.91,213.82,207.69,193.0,212.77
2205,62323,Njx interlaminar lmbr/sac     ,289.93,273.55,273.55,277.47,277.7,278.97,277.57,277.0,279.23,278.37,276.31,279.09
2206,62324,Njx interlaminar crv/thrc     ,365.24,160.31,160.31,209.41,212.28,228.16,210.65,203.45,231.42,220.65,194.8,229.56
2207,62325,Njx interlaminar crv/thrc     ,365.24,244.72,244.72,273.59,275.28,284.63,274.33,270.09,286.54,280.2,265.0,285.45
2208,62326,Njx interlaminar lmbr/sac     ,365.24,169.48,169.48,216.38,219.12,234.3,217.57,210.69,237.41,227.12,202.43,235.63
2209,62327,Njx interlaminar lmbr/sac     ,365.24,250.4,250.4,277.91,279.52,288.42,278.61,274.57,290.25,284.21,269.73,289.21
2210,62350,Implant spinal canal cath     ,446.0,446.76,446.76,446.58,446.57,446.51,446.57,446.6,446.5,446.54,446.63,446.5
2211,62355,Remove spinal canal catheter  ,446.0,301.62,301.62,336.21,338.23,349.43,337.09,332.01,351.72,344.13,325.92,350.41
2212,62360,Insert spine infusion device  ,446.0,350.59,350.59,373.45,374.78,382.18,374.03,370.67,383.7,378.68,366.65,382.83
2213,62361,Implant spine infusion pump   ,446.0,492.92,492.92,481.68,481.02,477.38,481.39,483.04,476.64,479.11,485.02,477.06
2214,62362,Implant spine infusion pump   ,446.0,430.93,430.93,434.54,434.75,435.92,434.63,434.1,436.16,435.37,433.47,436.02
2215,62365,Remove spine infusion device  ,446.0,334.08,334.08,360.89,362.46,371.14,361.57,357.64,372.92,367.03,352.92,371.9
2216,63600,Remove spinal cord lesion     ,446.0,1199.74,1199.74,1019.16,1008.6,950.17,1014.58,1041.08,938.19,977.82,1072.88,945.02
2217,63610,Stimulation of spinal cord    ,333.0,677.15,677.15,594.7,589.88,563.2,592.61,604.71,557.73,575.82,619.23,560.85
2218,63650,Implant neuroelectrodes       ,446.0,1484.86,1484.86,1235.97,1221.42,1140.88,1229.65,1266.18,1124.38,1179.0,1310.01,1133.79
2219,63661,Remove spine eltrd perq aray  ,245.25,657.26,657.26,558.55,552.78,520.84,556.05,570.53,514.29,535.96,587.92,518.03
2220,63662,Remove spine eltrd plate      ,245.25,956.88,956.88,786.39,776.42,721.25,782.06,807.08,709.95,747.36,837.11,716.39
2221,63663,Revise spine eltrd perq aray  ,232.28,879.97,879.97,724.8,715.72,665.51,720.86,743.63,655.22,689.28,770.96,661.09
2222,63664,Revise spine eltrd plate      ,333.0,996.34,996.34,837.42,828.13,776.7,833.38,856.71,766.16,801.04,884.7,772.17
2223,63685,Insrt/redo spine n generator  ,446.0,407.74,407.74,416.91,417.44,420.41,417.14,415.79,421.02,419.0,414.18,420.67
2224,63688,Revise/remove neuroreceiver   ,333.0,419.4,419.4,398.7,397.49,390.79,398.17,401.21,389.42,393.96,404.86,390.2
2225,63744,Revision of spinal shunt      ,510.0,752.32,752.32,694.26,690.87,672.08,692.79,701.31,668.24,680.98,711.54,670.43
2226,63746,Removal of spinal shunt       ,446.0,693.64,693.64,634.31,630.84,611.64,632.8,641.51,607.71,620.73,651.96,609.95
2227,64410,N block inj phrenic           ,333.0,173.15,173.15,211.45,213.69,226.08,212.42,206.8,228.62,220.21,200.05,227.17
2228,64415,N block inj brachial plexus   ,139.0,130.68,130.68,132.67,132.79,133.43,132.72,132.43,133.57,133.13,132.08,133.49
2229,64417,N block inj axillary          ,139.0,143.62,143.62,142.51,142.45,142.09,142.49,142.65,142.02,142.26,142.84,142.06
2230,64420,N block inj intercost sng     ,139.0,124.0,124.0,127.59,127.8,128.97,127.68,127.16,129.2,128.42,126.52,129.07
2231,64421,N block inj intercost mlt     ,333.0,167.35,167.35,207.04,209.36,222.2,208.04,202.22,224.83,216.12,195.23,223.33
2232,64430,N block inj pudendal          ,139.0,152.46,152.46,149.24,149.05,148.0,149.15,149.63,147.79,148.5,150.19,147.91
2233,64461,Pvb thoracic single inj site  ,333.0,164.18,164.18,204.63,206.99,220.08,205.65,199.72,222.76,213.88,192.59,221.23
2234,64462,Pvb thoracic 2nd+ inj site    ,333.0,89.78,89.78,148.05,151.46,170.31,149.53,140.98,174.18,161.39,130.72,171.97
2235,64463,Pvb thoracic cont infusion    ,333.0,175.09,175.09,212.92,215.13,227.38,213.88,208.33,229.88,221.58,201.67,228.45
2236,64479,Inj foramen epidural c/t      ,333.0,260.94,260.94,278.2,279.21,284.8,278.64,276.11,285.94,282.16,273.07,285.29
2237,64480,Inj foramen epidural add-on   ,333.0,125.59,125.59,175.28,178.19,194.27,176.54,169.25,197.56,186.66,160.5,195.68
2238,64483,Inj foramen epidural l/s      ,333.0,242.79,242.79,264.4,265.67,272.66,264.95,261.78,274.09,269.35,257.97,273.28
2239,64484,Inj foramen epidural add-on   ,333.0,102.02,102.02,157.36,160.59,178.5,158.76,150.64,182.17,170.03,140.9,180.08
2240,64490,Inj paravert f jnt c/t 1 lev  ,333.0,210.23,210.23,239.64,241.36,250.88,240.39,236.07,252.83,246.38,230.89,251.72
2241,64491,Inj paravert f jnt c/t 2 lev  ,333.0,102.8,102.8,157.95,161.18,179.02,159.35,151.26,182.68,170.58,141.54,180.59
2242,64492,Inj paravert f jnt c/t 3 lev  ,333.0,103.6,103.6,158.56,161.77,179.56,159.95,151.89,183.2,171.14,142.21,181.12
2243,64493,Inj paravert f jnt l/s 1 lev  ,333.0,191.04,191.04,225.05,227.04,238.04,225.91,220.92,240.3,232.84,214.93,239.01
2244,64494,Inj paravert f jnt l/s 2 lev  ,333.0,95.26,95.26,152.22,155.55,173.98,153.66,145.3,177.76,165.26,135.27,175.6
2245,64495,Inj paravert f jnt l/s 3 lev  ,333.0,95.26,95.26,152.22,155.55,173.98,153.66,145.3,177.76,165.26,135.27,175.6
2246,64510,N block stellate ganglion     ,333.0,141.43,141.43,187.33,190.01,204.86,188.49,181.76,207.9,197.83,173.67,206.17
2247,64517,N block inj hypogas plxs      ,139.0,210.24,210.24,193.17,192.17,186.65,192.74,195.24,185.52,189.27,198.25,186.17
2248,64520,N block lumbar/thoracic       ,333.0,209.61,209.61,239.17,240.9,250.47,239.92,235.58,252.43,245.94,230.38,251.31
2249,64530,N block inj celiac pelus      ,333.0,210.06,210.06,239.51,241.24,250.77,240.26,235.94,252.72,246.26,230.75,251.61
2250,64553,Implant neuroelectrodes       ,333.0,1279.51,1279.51,1052.74,1039.49,966.11,1046.99,1080.27,951.07,1000.84,1120.21,959.65
2251,64561,Implant neuroelectrodes       ,510.0,933.72,933.72,832.2,826.27,793.42,829.63,844.53,786.69,808.97,862.41,790.53
2252,64566,Neuroeltrd stim post tibial   ,333.0,145.66,145.66,190.54,193.17,207.69,191.68,185.1,210.67,200.82,177.19,208.97
2253,64568,Inc for vagus n elect impl    ,333.0,725.75,725.75,631.65,626.15,595.71,629.27,643.08,589.47,610.12,659.65,593.02
2254,64569,Revise/repl vagus n eltrd     ,333.0,876.49,876.49,746.28,738.67,696.53,742.98,762.08,687.9,716.47,785.02,692.82
2255,64570,Remove vagus n eltrd          ,333.0,849.37,849.37,725.66,718.42,678.39,722.52,740.67,670.19,697.34,762.46,674.87
2256,64575,Implant neuroelectrodes       ,333.0,361.8,361.8,354.9,354.5,352.26,354.72,355.74,351.81,353.32,356.95,352.07
2257,64580,Implant neuroelectrodes       ,333.0,344.15,344.15,341.48,341.32,340.46,341.41,341.8,340.28,340.87,342.27,340.38
2258,64581,Implant neuroelectrodes       ,510.0,735.25,735.25,681.28,678.13,660.67,679.91,687.83,657.09,668.93,697.34,659.13
2259,64585,Revise/remove neuroelectrode  ,333.0,274.65,274.65,288.63,289.45,293.97,288.98,286.93,294.9,291.83,284.47,294.37
2260,64590,Insrt/redo pn/gastr stimul    ,446.0,298.61,298.61,333.92,335.99,347.41,334.82,329.64,349.75,342.0,323.42,348.42
2261,64595,Revise/rmv pn/gastr stimul    ,333.0,276.77,276.77,290.24,291.03,295.39,290.58,288.61,296.28,293.33,286.23,295.77
2262,64600,Injection treatment of nerve  ,333.0,455.34,455.34,426.03,424.32,414.83,425.29,429.59,412.89,419.32,434.75,414.0
2263,64605,Injection treatment of nerve  ,333.0,607.66,607.66,541.86,538.01,516.72,540.19,549.84,512.35,526.79,561.43,514.84
2264,64610,Injection treatment of nerve  ,333.0,836.78,836.78,716.08,709.03,669.97,713.02,730.73,661.97,688.46,751.99,666.53
2265,64620,Injection treatment of nerve  ,333.0,225.55,225.55,251.29,252.8,261.13,251.95,248.17,262.84,257.19,243.63,261.86
2266,64630,Injection treatment of nerve  ,351.92,254.88,254.88,278.13,279.49,287.01,278.72,275.31,288.55,283.45,271.21,287.67
2267,64633,Destroy cerv/thor facet jnt   ,333.0,466.14,466.14,434.24,432.38,422.06,433.43,438.11,419.94,426.94,443.73,421.15
2268,64634,Destroy c/th facet jnt addl   ,333.0,210.81,210.81,240.08,241.8,251.27,240.83,236.53,253.21,246.79,231.38,252.1
2269,64635,Destroy lumb/sac facet jnt    ,333.0,461.08,461.08,430.39,428.6,418.67,429.62,434.12,416.64,423.37,439.52,417.8
2270,64636,Destroy l/s facet jnt addl    ,333.0,191.62,191.62,225.49,227.47,238.43,226.35,221.38,240.68,233.25,215.42,239.4
2271,64680,Injection treatment of nerve  ,390.95,337.21,337.21,350.09,350.84,355.0,350.41,348.52,355.86,353.03,346.25,355.37
2272,64681,Injection treatment of nerve  ,446.0,581.18,581.18,548.79,546.9,536.42,547.97,552.72,534.27,541.38,558.43,535.5
2273,64702,Revise finger/toe nerve       ,333.0,561.05,561.05,506.41,503.22,485.54,505.03,513.04,481.92,493.91,522.67,483.98
2274,64704,Revise hand/foot nerve        ,333.0,354.3,354.3,349.2,348.9,347.25,349.07,349.82,346.91,348.03,350.72,347.1
2275,64708,Revise arm/leg nerve          ,446.0,559.8,559.8,532.54,530.94,522.12,531.84,535.84,520.31,526.29,540.65,521.34
2276,64712,Revision of sciatic nerve     ,446.0,647.16,647.16,598.97,596.15,580.55,597.74,604.82,577.36,587.93,613.3,579.18
2277,64713,Revision of arm nerve(s)      ,446.0,860.55,860.55,761.23,755.43,723.29,758.71,773.29,716.7,738.5,790.78,720.46
2278,64714,Revise low back nerve(s)      ,446.0,793.8,793.8,710.47,705.6,678.64,708.36,720.59,673.11,691.4,735.26,676.26
2279,64716,Revision of cranial nerve     ,510.0,590.75,590.75,571.4,570.27,564.01,570.91,573.75,562.73,566.98,577.16,563.46
2280,64718,Revise ulnar nerve at elbow   ,446.0,665.82,665.82,613.16,610.08,593.03,611.82,619.55,589.54,601.1,628.82,591.53
2281,64719,Revise ulnar nerve at wrist   ,446.0,449.37,449.37,448.56,448.52,448.25,448.54,448.66,448.2,448.38,448.8,448.23
2282,64721,Carpal tunnel surgery         ,446.0,482.8,482.8,473.98,473.47,470.62,473.76,475.05,470.03,471.97,476.61,470.36
2283,64722,Relieve pressure on nerve(s)  ,333.0,400.96,400.96,384.68,383.73,378.46,384.26,386.65,377.38,380.95,389.52,377.99
2284,64726,Release foot/toe nerve        ,333.0,299.71,299.71,307.69,308.15,310.73,307.89,306.72,311.26,309.51,305.31,310.96
2285,64727,Internal nerve revision       ,333.0,206.51,206.51,236.81,238.59,248.39,237.58,233.14,250.4,243.75,227.8,249.26
2286,64732,Incision of brow nerve        ,446.0,507.53,507.53,492.79,491.93,487.16,492.41,494.58,486.18,489.41,497.17,486.74
2287,64734,Incision of cheek nerve       ,446.0,574.81,574.81,543.95,542.15,532.16,543.17,547.7,530.11,536.89,553.13,531.28
2288,64736,Incision of chin nerve        ,446.0,433.35,433.35,436.38,436.56,437.54,436.46,436.01,437.74,437.07,435.48,437.62
2289,64738,Incision of jaw nerve         ,446.0,518.69,518.69,501.27,500.26,494.62,500.83,503.39,493.47,497.29,506.46,494.13
2290,64740,Incision of tongue nerve      ,446.0,552.68,552.68,527.12,525.63,517.36,526.47,530.22,515.66,521.27,534.73,516.63
2291,64742,Incision of facial nerve      ,446.0,546.18,546.18,522.18,520.78,513.01,521.57,525.09,511.42,516.68,529.32,512.33
2292,64744,Incise nerve back of head     ,446.0,568.61,568.61,539.23,537.52,528.01,538.49,542.8,526.06,532.51,547.97,527.18
2293,64746,Incise diaphragm nerve        ,446.0,482.43,482.43,473.7,473.19,470.37,473.48,474.76,469.79,471.7,476.3,470.12
2294,64771,Sever cranial nerve           ,446.0,664.54,664.54,612.18,609.12,592.18,610.85,618.54,588.71,600.2,627.76,590.69
2295,64772,Incision of spinal nerve      ,446.0,633.82,633.82,588.82,586.19,571.63,587.68,594.28,568.65,578.52,602.21,570.35
2296,64774,Remove skin nerve lesion      ,446.0,460.47,460.47,457.0,456.8,455.68,456.92,457.42,455.45,456.21,458.03,455.58
2297,64776,Remove digit nerve lesion     ,510.0,435.78,435.78,453.56,454.6,460.36,454.01,451.4,461.53,457.63,448.27,460.86
2298,64778,Digit nerve surgery add-on    ,446.0,205.62,205.62,263.21,266.58,285.21,264.67,256.22,289.03,276.39,246.08,286.85
2299,64782,Remove limb nerve lesion      ,510.0,507.03,507.03,507.74,507.78,508.01,507.76,507.66,508.06,507.9,507.53,508.03
2300,64783,Limb nerve surgery add-on     ,446.0,245.96,245.96,293.89,296.69,312.2,295.1,288.07,315.37,304.86,279.63,313.56
2301,64784,Remove nerve lesion           ,510.0,812.4,812.4,739.95,735.72,712.27,738.11,748.74,707.47,723.37,761.5,710.21
2302,64786,Remove sciatic nerve lesion   ,510.0,1124.56,1124.56,977.32,968.72,921.07,973.59,995.19,911.31,943.62,1021.13,916.88
2303,64787,Implant nerve end             ,446.0,268.82,268.82,311.27,313.75,327.49,312.35,306.12,330.3,320.99,298.64,328.7
2304,64788,Remove skin nerve lesion      ,510.0,443.75,443.75,459.62,460.55,465.69,460.03,457.7,466.74,463.26,454.9,466.14
2305,64790,Removal of nerve lesion       ,510.0,946.26,946.26,841.74,835.63,801.81,839.09,854.43,794.88,817.82,872.83,798.83
2306,64792,Removal of nerve lesion       ,510.0,1375.05,1375.05,1167.8,1155.68,1088.62,1162.54,1192.95,1074.88,1120.36,1229.46,1082.72
2307,64795,Biopsy of nerve               ,446.0,220.09,220.09,274.21,277.38,294.89,275.59,267.64,298.48,286.6,258.11,296.43
2308,64802,Sympathectomy cervical        ,446.0,958.78,958.78,835.93,828.75,788.99,832.81,850.84,780.85,807.81,872.48,785.49
2309,64821,Remove sympathetic nerves     ,630.0,778.14,778.14,742.65,740.57,729.09,741.75,746.96,726.74,734.52,753.21,728.08
2310,64831,Repair of digit nerve         ,630.0,769.86,769.86,736.35,734.39,723.55,735.5,740.42,721.33,728.68,746.32,722.6
2311,64832,Repair nerve add-on           ,333.0,378.15,378.15,367.33,366.7,363.2,367.06,368.65,362.48,364.86,370.55,362.89
2312,64834,Repair of hand or foot nerve  ,446.0,827.63,827.63,736.2,730.85,701.27,733.88,747.3,695.2,715.27,763.4,698.66
2313,64835,Repair of hand or foot nerve  ,510.0,915.37,915.37,818.25,812.57,781.15,815.79,830.04,774.71,796.02,847.14,778.38
2314,64836,Repair of hand or foot nerve  ,510.0,915.37,915.37,818.25,812.57,781.15,815.79,830.04,774.71,796.02,847.14,778.38
2315,64837,Repair nerve add-on           ,333.0,414.5,414.5,394.97,393.83,387.51,394.48,397.34,386.22,390.5,400.78,386.96
2316,64840,Repair of leg nerve           ,446.0,1080.77,1080.77,928.69,919.8,870.59,924.83,947.15,860.51,893.88,973.93,866.26
2317,64856,Repair/transpose nerve        ,446.0,1135.37,1135.37,970.21,960.55,907.11,966.02,990.26,896.16,932.4,1019.34,902.4
2318,64857,Repair arm/leg nerve          ,446.0,1185.96,1185.96,1008.68,998.32,940.95,1004.18,1030.2,929.19,968.1,1061.42,935.9
2319,64858,Repair sciatic nerve          ,446.0,1323.78,1323.78,1113.48,1101.19,1033.14,1108.14,1139.0,1019.19,1065.34,1176.04,1027.14
2320,64859,Nerve surgery                 ,333.0,281.59,281.59,293.91,294.63,298.61,294.22,292.41,299.43,296.73,290.24,298.96
2321,64861,Repair of arm nerves          ,510.0,1751.78,1751.78,1454.27,1436.88,1340.61,1446.72,1490.38,1320.88,1386.17,1542.78,1332.13
2322,64862,Repair of low back nerves     ,510.0,1549.9,1549.9,1300.76,1286.19,1205.58,1294.44,1331.0,1189.06,1243.73,1374.88,1198.48
2323,64864,Repair of facial nerve        ,510.0,972.62,972.62,861.78,855.31,819.44,858.97,875.24,812.09,836.41,894.76,816.28
